transcriptID,geneID
YIL159W_mRNA,YIL159W
YIL158W_mRNA,YIL158W
YIL157C_mRNA,YIL157C
YIL156W-A_mRNA,YIL156W-A
YIL156W-B_mRNA,YIL156W-B
YIL156W_mRNA,YIL156W
YIL155C_mRNA,YIL155C
YIL154C_mRNA,YIL154C
YIL153W_mRNA,YIL153W
YIL152W_mRNA,YIL152W
YIL151C_mRNA,YIL151C
YIL150C_mRNA,YIL150C
YIL149C_mRNA,YIL149C
YIL148W_mRNA,YIL148W
YIL147C_mRNA,YIL147C
YIL146C_mRNA,YIL146C
YIL145C_mRNA,YIL145C
YIL144W_mRNA,YIL144W
YIL143C_mRNA,YIL143C
YIL142C-A_mRNA,YIL142C-A
YIL142W_mRNA,YIL142W
YIL141W_mRNA,YIL141W
YIL140W_mRNA,YIL140W
YIL139C_mRNA,YIL139C
YIL138C_mRNA,YIL138C
YIL137C_mRNA,YIL137C
YIL136W_mRNA,YIL136W
YIL135C_mRNA,YIL135C
YIL134C-A_mRNA,YIL134C-A
YIL134W_mRNA,YIL134W
YIL133C_mRNA,YIL133C
YIL132C_mRNA,YIL132C
YIL131C_mRNA,YIL131C
YIL130W_mRNA,YIL130W
YIL129C_mRNA,YIL129C
YIL128W_mRNA,YIL128W
YIL127C_mRNA,YIL127C
YIL126W_mRNA,YIL126W
YIL125W_mRNA,YIL125W
YIL124W_mRNA,YIL124W
YIL123W_mRNA,YIL123W
YIL122W_mRNA,YIL122W
YIL121W_mRNA,YIL121W
YIL120W_mRNA,YIL120W
YIL119C_mRNA,YIL119C
YIL118W_mRNA,YIL118W
YIL117C_mRNA,YIL117C
YIL116W_mRNA,YIL116W
YIL115W-A_mRNA,YIL115W-A
YIL115C_mRNA,YIL115C
YIL114C_mRNA,YIL114C
YIL113W_mRNA,YIL113W
YIL112W_mRNA,YIL112W
YIL111W_mRNA,YIL111W
YIL110W_mRNA,YIL110W
YIL109C_mRNA,YIL109C
YIL108W_mRNA,YIL108W
YIL107C_mRNA,YIL107C
YIL106W_mRNA,YIL106W
YIL105C_mRNA,YIL105C
YIL105W-A_mRNA,YIL105W-A
YIL104C_mRNA,YIL104C
YIL103W_mRNA,YIL103W
YIL102C-A_mRNA,YIL102C-A
YIL102C_mRNA,YIL102C
YIL101C_mRNA,YIL101C
YIL100C-A_mRNA,YIL100C-A
YIL100W_mRNA,YIL100W
YIL099W_mRNA,YIL099W
YIL098C_mRNA,YIL098C
YIL097W_mRNA,YIL097W
YIL096C_mRNA,YIL096C
YIL095W_mRNA,YIL095W
YIL094C_mRNA,YIL094C
YIL093C_mRNA,YIL093C
YIL092W_mRNA,YIL092W
YIL091C_mRNA,YIL091C
YIL090W_mRNA,YIL090W
YIL089W_mRNA,YIL089W
YIL088C_mRNA,YIL088C
YIL087C_mRNA,YIL087C
YIL086C_mRNA,YIL086C
YIL085C_mRNA,YIL085C
YIL084C_mRNA,YIL084C
YIL083C_mRNA,YIL083C
YIL082W_mRNA,YIL082W
YIL079C_mRNA,YIL079C
YIL078W_mRNA,YIL078W
YIL077C_mRNA,YIL077C
YIL076W_mRNA,YIL076W
YIL075C_mRNA,YIL075C
YIL074C_mRNA,YIL074C
YIL073C_mRNA,YIL073C
YIL072W_mRNA,YIL072W
YIL071W-A_mRNA,YIL071W-A
YIL071C_mRNA,YIL071C
YIL070C_mRNA,YIL070C
YIL069C_mRNA,YIL069C
YIL068W-A_mRNA,YIL068W-A
YIL068C_mRNA,YIL068C
YIL067C_mRNA,YIL067C
YIL066W-A_mRNA,YIL066W-A
YIL066C_mRNA,YIL066C
YIL065C_mRNA,YIL065C
YIL064W_mRNA,YIL064W
YIL063C_mRNA,YIL063C
YIL062C_mRNA,YIL062C
YIL061C_mRNA,YIL061C
YIL060W_mRNA,YIL060W
YIL059C_mRNA,YIL059C
YIL058W_mRNA,YIL058W
YIL057C_mRNA,YIL057C
YIL056W_mRNA,YIL056W
YIL055C_mRNA,YIL055C
YIL054W_mRNA,YIL054W
YIL053W_mRNA,YIL053W
YIL052C_mRNA,YIL052C
YIL051C_mRNA,YIL051C
YIL050W_mRNA,YIL050W
YIL049W_mRNA,YIL049W
YIL048W_mRNA,YIL048W
YIL047C-A_mRNA,YIL047C-A
YIL047C_mRNA,YIL047C
YIL046W-A_mRNA,YIL046W-A
YIL046W_mRNA,YIL046W
YIL045W_mRNA,YIL045W
YIL044C_mRNA,YIL044C
YIL043C_mRNA,YIL043C
YIL042C_mRNA,YIL042C
YIL041W_mRNA,YIL041W
YIL040W_mRNA,YIL040W
YIL039W_mRNA,YIL039W
YIL038C_mRNA,YIL038C
YIL037C_mRNA,YIL037C
YIL036W_mRNA,YIL036W
YIL035C_mRNA,YIL035C
YIL034C_mRNA,YIL034C
YIL033C_mRNA,YIL033C
YIL032C_mRNA,YIL032C
YIL031W_mRNA,YIL031W
YIL030W-A_mRNA,YIL030W-A
YIL030C_mRNA,YIL030C
YIL029W-A_mRNA,YIL029W-A
YIL029C_mRNA,YIL029C
YIL028W_mRNA,YIL028W
YIL027C_mRNA,YIL027C
YIL026C_mRNA,YIL026C
YIL025C_mRNA,YIL025C
YIL024C_mRNA,YIL024C
YIL023C_mRNA,YIL023C
YIL022W_mRNA,YIL022W
YIL021W_mRNA,YIL021W
YIL021C-A_mRNA,YIL021C-A
YIL020C-A_mRNA,YIL020C-A
YIL020C_mRNA,YIL020C
YIL019W_mRNA,YIL019W
YIL018W_mRNA,YIL018W
YIL017C_mRNA,YIL017C
YIL016W_mRNA,YIL016W
YIL015W_mRNA,YIL015W
YIL014C-A_mRNA,YIL014C-A
YIL014W_mRNA,YIL014W
YIL013C_mRNA,YIL013C
YIL012W_mRNA,YIL012W
YIL011W_mRNA,YIL011W
YIL010W_mRNA,YIL010W
YIL009C-A_mRNA,YIL009C-A
YIL009W_mRNA,YIL009W
YIL008W_mRNA,YIL008W
YIL007C_mRNA,YIL007C
YIL006W_mRNA,YIL006W
YIL005W_mRNA,YIL005W
YIL004C_mRNA,YIL004C
YIL003W_mRNA,YIL003W
YIL002W-A_mRNA,YIL002W-A
YIL002C_mRNA,YIL002C
YIL001W_mRNA,YIL001W
YIR001C_mRNA,YIR001C
YIR002C_mRNA,YIR002C
YIR003W_mRNA,YIR003W
YIR004W_mRNA,YIR004W
YIR005W_mRNA,YIR005W
YIR006C_mRNA,YIR006C
YIR007W_mRNA,YIR007W
YIR008C_mRNA,YIR008C
YIR009W_mRNA,YIR009W
YIR010W_mRNA,YIR010W
YIR011C_mRNA,YIR011C
YIR012W_mRNA,YIR012W
YIR013C_mRNA,YIR013C
YIR014W_mRNA,YIR014W
YIR015W_mRNA,YIR015W
YIR016W_mRNA,YIR016W
YIR017C_mRNA,YIR017C
YIR017W-A_mRNA,YIR017W-A
YIR018W_mRNA,YIR018W
YIR018C-A_mRNA,YIR018C-A
YIR019C_mRNA,YIR019C
YIR020C_mRNA,YIR020C
YIR020W-A_mRNA,YIR020W-A
YIR020C-B_mRNA,YIR020C-B
YIR021W_mRNA,YIR021W
YIR021W-A_mRNA,YIR021W-A
YIR022W_mRNA,YIR022W
YIR023W_mRNA,YIR023W
YIR023C-A_mRNA,YIR023C-A
YIR024C_mRNA,YIR024C
YIR025W_mRNA,YIR025W
YIR026C_mRNA,YIR026C
YIR027C_mRNA,YIR027C
YIR028W_mRNA,YIR028W
YIR029W_mRNA,YIR029W
YIR030C_mRNA,YIR030C
YIR030W-A_mRNA,YIR030W-A
YIR031C_mRNA,YIR031C
YIR032C_mRNA,YIR032C
YIR033W_mRNA,YIR033W
YIR034C_mRNA,YIR034C
YIR035C_mRNA,YIR035C
YIR036C_mRNA,YIR036C
YIR036W-A_mRNA,YIR036W-A
YIR037W_mRNA,YIR037W
YIR038C_mRNA,YIR038C
YIR039C_mRNA,YIR039C
YIR040C_mRNA,YIR040C
YIR041W_mRNA,YIR041W
YIR042C_mRNA,YIR042C
Q0010_mRNA,Q0010
Q0017_mRNA,Q0017
Q0032_mRNA,Q0032
Q0050_mRNA,Q0050
Q0055_mRNA,Q0055
Q0060_mRNA,Q0060
Q0065_mRNA,Q0065
Q0070_mRNA,Q0070
Q0045_mRNA,Q0045
Q0075_mRNA,Q0075
Q0080_mRNA,Q0080
Q0085_mRNA,Q0085
Q0092_mRNA,Q0092
Q0110_mRNA,Q0110
Q0115_mRNA,Q0115
Q0120_mRNA,Q0120
Q0105_mRNA,Q0105
Q0130_mRNA,Q0130
Q0140_mRNA,Q0140
Q0142_mRNA,Q0142
Q0143_mRNA,Q0143
Q0144_mRNA,Q0144
Q0160_mRNA,Q0160
Q0182_mRNA,Q0182
Q0250_mRNA,Q0250
Q0255_mRNA,Q0255
Q0275_mRNA,Q0275
Q0297_mRNA,Q0297
YEL077C_mRNA,YEL077C
YEL077W-A_mRNA,YEL077W-A
YEL076C-A_mRNA,YEL076C-A
YEL076C_mRNA,YEL076C
YEL075W-A_mRNA,YEL075W-A
YEL075C_mRNA,YEL075C
YEL074W_mRNA,YEL074W
YEL073C_mRNA,YEL073C
YEL072W_mRNA,YEL072W
YEL071W_mRNA,YEL071W
YEL070W_mRNA,YEL070W
YEL069C_mRNA,YEL069C
YEL068C_mRNA,YEL068C
YEL067C_mRNA,YEL067C
YEL066W_mRNA,YEL066W
YEL065W_mRNA,YEL065W
YEL064C_mRNA,YEL064C
YEL063C_mRNA,YEL063C
YEL062W_mRNA,YEL062W
YEL061C_mRNA,YEL061C
YEL060C_mRNA,YEL060C
YEL059C-A_mRNA,YEL059C-A
YEL059W_mRNA,YEL059W
YEL058W_mRNA,YEL058W
YEL057C_mRNA,YEL057C
YEL056W_mRNA,YEL056W
YEL055C_mRNA,YEL055C
YEL054C_mRNA,YEL054C
YEL053W-A_mRNA,YEL053W-A
YEL053C_mRNA,YEL053C
YEL052W_mRNA,YEL052W
YEL051W_mRNA,YEL051W
YEL050W-A_mRNA,YEL050W-A
YEL050C_mRNA,YEL050C
YEL049W_mRNA,YEL049W
YEL048C_mRNA,YEL048C
YEL047C_mRNA,YEL047C
YEL046C_mRNA,YEL046C
YEL045C_mRNA,YEL045C
YEL044W_mRNA,YEL044W
YEL043W_mRNA,YEL043W
YEL042W_mRNA,YEL042W
YEL041W_mRNA,YEL041W
YEL040W_mRNA,YEL040W
YEL039C_mRNA,YEL039C
YEL038W_mRNA,YEL038W
YEL037C_mRNA,YEL037C
YEL036C_mRNA,YEL036C
YEL035C_mRNA,YEL035C
YEL034C-A_mRNA,YEL034C-A
YEL034W_mRNA,YEL034W
YEL033W_mRNA,YEL033W
YEL032W_mRNA,YEL032W
YEL032C-A_mRNA,YEL032C-A
YEL031W_mRNA,YEL031W
YEL030C-A_mRNA,YEL030C-A
YEL030W_mRNA,YEL030W
YEL029C_mRNA,YEL029C
YEL028W_mRNA,YEL028W
YEL027W_mRNA,YEL027W
YEL026W_mRNA,YEL026W
YEL025C_mRNA,YEL025C
YEL024W_mRNA,YEL024W
YEL023C_mRNA,YEL023C
YEL022W_mRNA,YEL022W
YEL021W_mRNA,YEL021W
YEL020C-B_mRNA,YEL020C-B
YEL020W-A_mRNA,YEL020W-A
YEL020C_mRNA,YEL020C
YEL019C_mRNA,YEL019C
YEL018C-A_mRNA,YEL018C-A
YEL018W_mRNA,YEL018W
YEL017C-A_mRNA,YEL017C-A
YEL017W_mRNA,YEL017W
YEL016C_mRNA,YEL016C
YEL015W_mRNA,YEL015W
YEL014C_mRNA,YEL014C
YEL013W_mRNA,YEL013W
YEL012W_mRNA,YEL012W
YEL011W_mRNA,YEL011W
YEL010W_mRNA,YEL010W
YEL009C-A_mRNA,YEL009C-A
YEL009C_mRNA,YEL009C
YEL008W_mRNA,YEL008W
YEL008C-A_mRNA,YEL008C-A
YEL007W_mRNA,YEL007W
YEL006W_mRNA,YEL006W
YEL005C_mRNA,YEL005C
YEL004W_mRNA,YEL004W
YEL003W_mRNA,YEL003W
YEL002C_mRNA,YEL002C
YEL001C_mRNA,YEL001C
YER001W_mRNA,YER001W
YER002W_mRNA,YER002W
YER003C_mRNA,YER003C
YER004W_mRNA,YER004W
YER005W_mRNA,YER005W
YER006W_mRNA,YER006W
YER006C-A_mRNA,YER006C-A
YER007W_mRNA,YER007W
YER007C-A_mRNA,YER007C-A
YER008C_mRNA,YER008C
YER009W_mRNA,YER009W
YER010C_mRNA,YER010C
YER011W_mRNA,YER011W
YER012W_mRNA,YER012W
YER013W_mRNA,YER013W
YER014W_mRNA,YER014W
YER014C-A_mRNA,YER014C-A
YER015W_mRNA,YER015W
YER016W_mRNA,YER016W
YER017C_mRNA,YER017C
YER018C_mRNA,YER018C
YER019W_mRNA,YER019W
YER019C-A_mRNA,YER019C-A
YER020W_mRNA,YER020W
YER021W_mRNA,YER021W
YER022W_mRNA,YER022W
YER023W_mRNA,YER023W
YER023C-A_mRNA,YER023C-A
YER024W_mRNA,YER024W
YER025W_mRNA,YER025W
YER026C_mRNA,YER026C
YER027C_mRNA,YER027C
YER028C_mRNA,YER028C
YER029C_mRNA,YER029C
YER030W_mRNA,YER030W
YER031C_mRNA,YER031C
YER032W_mRNA,YER032W
YER033C_mRNA,YER033C
YER034W_mRNA,YER034W
YER035W_mRNA,YER035W
YER036C_mRNA,YER036C
YER037W_mRNA,YER037W
YER038C_mRNA,YER038C
YER038W-A_mRNA,YER038W-A
YER039C_mRNA,YER039C
YER039C-A_mRNA,YER039C-A
YER040W_mRNA,YER040W
YER041W_mRNA,YER041W
YER042W_mRNA,YER042W
YER043C_mRNA,YER043C
YER044C_mRNA,YER044C
YER044C-A_mRNA,YER044C-A
YER045C_mRNA,YER045C
YER046W_mRNA,YER046W
YER046W-A_mRNA,YER046W-A
YER047C_mRNA,YER047C
YER048C_mRNA,YER048C
YER048W-A_mRNA,YER048W-A
YER049W_mRNA,YER049W
YER050C_mRNA,YER050C
YER051W_mRNA,YER051W
YER052C_mRNA,YER052C
YER053C_mRNA,YER053C
YER053C-A_mRNA,YER053C-A
YER054C_mRNA,YER054C
YER055C_mRNA,YER055C
YER056C_mRNA,YER056C
YER056C-A_mRNA,YER056C-A
YER057C_mRNA,YER057C
YER058W_mRNA,YER058W
YER059W_mRNA,YER059W
YER060W_mRNA,YER060W
YER060W-A_mRNA,YER060W-A
YER061C_mRNA,YER061C
YER062C_mRNA,YER062C
YER063W_mRNA,YER063W
YER064C_mRNA,YER064C
YER065C_mRNA,YER065C
YER066W_mRNA,YER066W
YER066C-A_mRNA,YER066C-A
YER067W_mRNA,YER067W
YER067C-A_mRNA,YER067C-A
YER068W_mRNA,YER068W
YER068C-A_mRNA,YER068C-A
YER069W_mRNA,YER069W
YER070W_mRNA,YER070W
YER071C_mRNA,YER071C
YER072W_mRNA,YER072W
YER073W_mRNA,YER073W
YER074W_mRNA,YER074W
YER074W-A_mRNA,YER074W-A
YER075C_mRNA,YER075C
YER076C_mRNA,YER076C
YER076W-A_mRNA,YER076W-A
YER077C_mRNA,YER077C
YER078C_mRNA,YER078C
YER078W-A_mRNA,YER078W-A
YER079W_mRNA,YER079W
YER079C-A_mRNA,YER079C-A
YER080W_mRNA,YER080W
YER081W_mRNA,YER081W
YER082C_mRNA,YER082C
YER083C_mRNA,YER083C
YER084W_mRNA,YER084W
YER084W-A_mRNA,YER084W-A
YER085C_mRNA,YER085C
YER086W_mRNA,YER086W
YER087W_mRNA,YER087W
YER087C-A_mRNA,YER087C-A
YER087C-B_mRNA,YER087C-B
YER088C_mRNA,YER088C
YER088C-A_mRNA,YER088C-A
YER088W-B_mRNA,YER088W-B
YER089C_mRNA,YER089C
YER090W_mRNA,YER090W
YER090C-A_mRNA,YER090C-A
YER091C_mRNA,YER091C
YER091C-A_mRNA,YER091C-A
YER092W_mRNA,YER092W
YER093C_mRNA,YER093C
YER093C-A_mRNA,YER093C-A
YER094C_mRNA,YER094C
YER095W_mRNA,YER095W
YER096W_mRNA,YER096W
YER097W_mRNA,YER097W
YER098W_mRNA,YER098W
YER099C_mRNA,YER099C
YER100W_mRNA,YER100W
YER101C_mRNA,YER101C
YER102W_mRNA,YER102W
YER103W_mRNA,YER103W
YER104W_mRNA,YER104W
YER105C_mRNA,YER105C
YER106W_mRNA,YER106W
YER107C_mRNA,YER107C
YER107W-A_mRNA,YER107W-A
YER110C_mRNA,YER110C
YER111C_mRNA,YER111C
YER112W_mRNA,YER112W
YER113C_mRNA,YER113C
YER114C_mRNA,YER114C
YER115C_mRNA,YER115C
YER116C_mRNA,YER116C
YER117W_mRNA,YER117W
YER118C_mRNA,YER118C
YER119C_mRNA,YER119C
YER119C-A_mRNA,YER119C-A
YER120W_mRNA,YER120W
YER121W_mRNA,YER121W
YER122C_mRNA,YER122C
YER123W_mRNA,YER123W
YER124C_mRNA,YER124C
YER125W_mRNA,YER125W
YER126C_mRNA,YER126C
YER127W_mRNA,YER127W
YER128W_mRNA,YER128W
YER129W_mRNA,YER129W
YER130C_mRNA,YER130C
YER131W_mRNA,YER131W
YER132C_mRNA,YER132C
YER133W_mRNA,YER133W
YER133W-A_mRNA,YER133W-A
YER134C_mRNA,YER134C
YER135C_mRNA,YER135C
YER136W_mRNA,YER136W
YER137C_mRNA,YER137C
YER137W-A_mRNA,YER137W-A
YER138W-A_mRNA,YER138W-A
YER139C_mRNA,YER139C
YER140W_mRNA,YER140W
YER141W_mRNA,YER141W
YER142C_mRNA,YER142C
YER143W_mRNA,YER143W
YER144C_mRNA,YER144C
YER145C_mRNA,YER145C
YER145C-A_mRNA,YER145C-A
YER146W_mRNA,YER146W
YER147C_mRNA,YER147C
YER147C-A_mRNA,YER147C-A
YER148W_mRNA,YER148W
YER148W-A_mRNA,YER148W-A
YER149C_mRNA,YER149C
YER150W_mRNA,YER150W
YER151C_mRNA,YER151C
YER152C_mRNA,YER152C
YER152W-A_mRNA,YER152W-A
YER153C_mRNA,YER153C
YER154W_mRNA,YER154W
YER155C_mRNA,YER155C
YER156C_mRNA,YER156C
YER157W_mRNA,YER157W
YER158C_mRNA,YER158C
YER158W-A_mRNA,YER158W-A
YER159C_mRNA,YER159C
YER161C_mRNA,YER161C
YER162C_mRNA,YER162C
YER163C_mRNA,YER163C
YER164W_mRNA,YER164W
YER165W_mRNA,YER165W
YER165C-A_mRNA,YER165C-A
YER166W_mRNA,YER166W
YER167W_mRNA,YER167W
YER168C_mRNA,YER168C
YER169W_mRNA,YER169W
YER170W_mRNA,YER170W
YER171W_mRNA,YER171W
YER172C_mRNA,YER172C
YER172C-A_mRNA,YER172C-A
YER173W_mRNA,YER173W
YER174C_mRNA,YER174C
YER175C_mRNA,YER175C
YER175W-A_mRNA,YER175W-A
YER176W_mRNA,YER176W
YER177W_mRNA,YER177W
YER178W_mRNA,YER178W
YER179W_mRNA,YER179W
YER180C_mRNA,YER180C
YER180C-A_mRNA,YER180C-A
YER181C_mRNA,YER181C
YER182W_mRNA,YER182W
YER183C_mRNA,YER183C
YER184C_mRNA,YER184C
YER185W_mRNA,YER185W
YER186C_mRNA,YER186C
YER187W_mRNA,YER187W
YER188W_mRNA,YER188W
YER188C-A_mRNA,YER188C-A
YER189W_mRNA,YER189W
YER190W_mRNA,YER190W
YER190C-A_mRNA,YER190C-A
YER190C-B_mRNA,YER190C-B
YFL068W_mRNA,YFL068W
YFL067W_mRNA,YFL067W
YFL066C_mRNA,YFL066C
YFL065C_mRNA,YFL065C
YFL064C_mRNA,YFL064C
YFL063W_mRNA,YFL063W
YFL062W_mRNA,YFL062W
YFL061W_mRNA,YFL061W
YFL060C_mRNA,YFL060C
YFL059W_mRNA,YFL059W
YFL058W_mRNA,YFL058W
YFL055W_mRNA,YFL055W
YFL054C_mRNA,YFL054C
YFL053W_mRNA,YFL053W
YFL052W_mRNA,YFL052W
YFL051C_mRNA,YFL051C
YFL050C_mRNA,YFL050C
YFL049W_mRNA,YFL049W
YFL048C_mRNA,YFL048C
YFL047W_mRNA,YFL047W
YFL046W_mRNA,YFL046W
YFL045C_mRNA,YFL045C
YFL044C_mRNA,YFL044C
YFL042C_mRNA,YFL042C
YFL041W-A_mRNA,YFL041W-A
YFL041W_mRNA,YFL041W
YFL040W_mRNA,YFL040W
YFL039C_mRNA,YFL039C
YFL038C_mRNA,YFL038C
YFL037W_mRNA,YFL037W
YFL036W_mRNA,YFL036W
YFL034C-B_mRNA,YFL034C-B
YFL034C-A_mRNA,YFL034C-A
YFL034W_mRNA,YFL034W
YFL033C_mRNA,YFL033C
YFL032W_mRNA,YFL032W
YFL031W_mRNA,YFL031W
YFL031C-A_mRNA,YFL031C-A
YFL030W_mRNA,YFL030W
YFL029C_mRNA,YFL029C
YFL028C_mRNA,YFL028C
YFL027C_mRNA,YFL027C
YFL026W_mRNA,YFL026W
YFL025C_mRNA,YFL025C
YFL024C_mRNA,YFL024C
YFL023W_mRNA,YFL023W
YFL022C_mRNA,YFL022C
YFL021C-A_mRNA,YFL021C-A
YFL021W_mRNA,YFL021W
YFL020C_mRNA,YFL020C
YFL019C_mRNA,YFL019C
YFL018C_mRNA,YFL018C
YFL017W-A_mRNA,YFL017W-A
YFL017C_mRNA,YFL017C
YFL016C_mRNA,YFL016C
YFL015W-A_mRNA,YFL015W-A
YFL015C_mRNA,YFL015C
YFL014W_mRNA,YFL014W
YFL013W-A_mRNA,YFL013W-A
YFL013C_mRNA,YFL013C
YFL012W-A_mRNA,YFL012W-A
YFL012W_mRNA,YFL012W
YFL011W_mRNA,YFL011W
YFL010W-A_mRNA,YFL010W-A
YFL010C_mRNA,YFL010C
YFL009W_mRNA,YFL009W
YFL008W_mRNA,YFL008W
YFL007W_mRNA,YFL007W
YFL005W_mRNA,YFL005W
YFL004W_mRNA,YFL004W
YFL003C_mRNA,YFL003C
YFL002C_mRNA,YFL002C
YFL001W_mRNA,YFL001W
YFR001W_mRNA,YFR001W
YFR002W_mRNA,YFR002W
YFR003C_mRNA,YFR003C
YFR004W_mRNA,YFR004W
YFR005C_mRNA,YFR005C
YFR006W_mRNA,YFR006W
YFR007W_mRNA,YFR007W
YFR008W_mRNA,YFR008W
YFR009W_mRNA,YFR009W
YFR009W-A_mRNA,YFR009W-A
YFR010W_mRNA,YFR010W
YFR010W-A_mRNA,YFR010W-A
YFR011C_mRNA,YFR011C
YFR012W_mRNA,YFR012W
YFR012W-A_mRNA,YFR012W-A
YFR013W_mRNA,YFR013W
YFR014C_mRNA,YFR014C
YFR015C_mRNA,YFR015C
YFR016C_mRNA,YFR016C
YFR017C_mRNA,YFR017C
YFR018C_mRNA,YFR018C
YFR019W_mRNA,YFR019W
YFR020W_mRNA,YFR020W
YFR021W_mRNA,YFR021W
YFR022W_mRNA,YFR022W
YFR023W_mRNA,YFR023W
YFR024C-A_mRNA,YFR024C-A
YFR025C_mRNA,YFR025C
YFR026C_mRNA,YFR026C
YFR027W_mRNA,YFR027W
YFR028C_mRNA,YFR028C
YFR029W_mRNA,YFR029W
YFR030W_mRNA,YFR030W
YFR031C_mRNA,YFR031C
YFR031C-A_mRNA,YFR031C-A
YFR032C_mRNA,YFR032C
YFR032C-A_mRNA,YFR032C-A
YFR032C-B_mRNA,YFR032C-B
YFR033C_mRNA,YFR033C
YFR034C_mRNA,YFR034C
YFR034W-A_mRNA,YFR034W-A
YFR035C_mRNA,YFR035C
YFR036W_mRNA,YFR036W
YFR036W-A_mRNA,YFR036W-A
YFR037C_mRNA,YFR037C
YFR038W_mRNA,YFR038W
YFR039C_mRNA,YFR039C
YFR040W_mRNA,YFR040W
YFR041C_mRNA,YFR041C
YFR042W_mRNA,YFR042W
YFR043C_mRNA,YFR043C
YFR044C_mRNA,YFR044C
YFR045W_mRNA,YFR045W
YFR046C_mRNA,YFR046C
YFR047C_mRNA,YFR047C
YFR048W_mRNA,YFR048W
YFR049W_mRNA,YFR049W
YFR050C_mRNA,YFR050C
YFR051C_mRNA,YFR051C
YFR052W_mRNA,YFR052W
YFR052C-A_mRNA,YFR052C-A
YFR053C_mRNA,YFR053C
YFR054C_mRNA,YFR054C
YFR056C_mRNA,YFR056C
YFR055W_mRNA,YFR055W
YFR057W_mRNA,YFR057W
YGL263W_mRNA,YGL263W
YGL262W_mRNA,YGL262W
YGL261C_mRNA,YGL261C
YGL260W_mRNA,YGL260W
YGL259W_mRNA,YGL259W
YGL258W-A_mRNA,YGL258W-A
YGL258W_mRNA,YGL258W
YGL257C_mRNA,YGL257C
YGL256W_mRNA,YGL256W
YGL255W_mRNA,YGL255W
YGL254W_mRNA,YGL254W
YGL253W_mRNA,YGL253W
YGL252C_mRNA,YGL252C
YGL251C_mRNA,YGL251C
YGL250W_mRNA,YGL250W
YGL249W_mRNA,YGL249W
YGL248W_mRNA,YGL248W
YGL247W_mRNA,YGL247W
YGL246C_mRNA,YGL246C
YGL245W_mRNA,YGL245W
YGL244W_mRNA,YGL244W
YGL243W_mRNA,YGL243W
YGL242C_mRNA,YGL242C
YGL241W_mRNA,YGL241W
YGL240W_mRNA,YGL240W
YGL239C_mRNA,YGL239C
YGL238W_mRNA,YGL238W
YGL237C_mRNA,YGL237C
YGL236C_mRNA,YGL236C
YGL235W_mRNA,YGL235W
YGL234W_mRNA,YGL234W
YGL233W_mRNA,YGL233W
YGL232W_mRNA,YGL232W
YGL231C_mRNA,YGL231C
YGL230C_mRNA,YGL230C
YGL229C_mRNA,YGL229C
YGL228W_mRNA,YGL228W
YGL227W_mRNA,YGL227W
YGL226C-A_mRNA,YGL226C-A
YGL226W_mRNA,YGL226W
YGL225W_mRNA,YGL225W
YGL224C_mRNA,YGL224C
YGL223C_mRNA,YGL223C
YGL222C_mRNA,YGL222C
YGL221C_mRNA,YGL221C
YGL220W_mRNA,YGL220W
YGL219C_mRNA,YGL219C
YGL218W_mRNA,YGL218W
YGL217C_mRNA,YGL217C
YGL216W_mRNA,YGL216W
YGL215W_mRNA,YGL215W
YGL214W_mRNA,YGL214W
YGL213C_mRNA,YGL213C
YGL212W_mRNA,YGL212W
YGL211W_mRNA,YGL211W
YGL210W_mRNA,YGL210W
YGL209W_mRNA,YGL209W
YGL208W_mRNA,YGL208W
YGL207W_mRNA,YGL207W
YGL206C_mRNA,YGL206C
YGL205W_mRNA,YGL205W
YGL204C_mRNA,YGL204C
YGL203C_mRNA,YGL203C
YGL202W_mRNA,YGL202W
YGL201C_mRNA,YGL201C
YGL200C_mRNA,YGL200C
YGL199C_mRNA,YGL199C
YGL198W_mRNA,YGL198W
YGL197W_mRNA,YGL197W
YGL196W_mRNA,YGL196W
YGL195W_mRNA,YGL195W
YGL194C-A_mRNA,YGL194C-A
YGL194C_mRNA,YGL194C
YGL193C_mRNA,YGL193C
YGL192W_mRNA,YGL192W
YGL191W_mRNA,YGL191W
YGL190C_mRNA,YGL190C
YGL189C_mRNA,YGL189C
YGL188C-A_mRNA,YGL188C-A
YGL188C_mRNA,YGL188C
YGL187C_mRNA,YGL187C
YGL186C_mRNA,YGL186C
YGL185C_mRNA,YGL185C
YGL184C_mRNA,YGL184C
YGL183C_mRNA,YGL183C
YGL182C_mRNA,YGL182C
YGL181W_mRNA,YGL181W
YGL180W_mRNA,YGL180W
YGL179C_mRNA,YGL179C
YGL178W_mRNA,YGL178W
YGL177W_mRNA,YGL177W
YGL176C_mRNA,YGL176C
YGL175C_mRNA,YGL175C
YGL174W_mRNA,YGL174W
YGL173C_mRNA,YGL173C
YGL172W_mRNA,YGL172W
YGL171W_mRNA,YGL171W
YGL170C_mRNA,YGL170C
YGL169W_mRNA,YGL169W
YGL168W_mRNA,YGL168W
YGL167C_mRNA,YGL167C
YGL166W_mRNA,YGL166W
YGL165C_mRNA,YGL165C
YGL164C_mRNA,YGL164C
YGL163C_mRNA,YGL163C
YGL162W_mRNA,YGL162W
YGL161C_mRNA,YGL161C
YGL160W_mRNA,YGL160W
YGL159W_mRNA,YGL159W
YGL158W_mRNA,YGL158W
